Datetime,Open,High,Low,Close,Volume
2026-05-19T09:15:00+05:30,428.4,429.35,425.2,429.1,1421769
2026-05-19T09:30:00+05:30,429.1,430.6,426.45,428.35,738744
2026-05-19T09:45:00+05:30,428.55,428.6,426.85,426.95,433003
2026-05-19T10:00:00+05:30,427.0,428.3,426.85,428.0,232261
2026-05-19T10:15:00+05:30,428.0,429.95,427.3,428.95,355856
2026-05-19T10:30:00+05:30,428.9,428.9,427.0,427.5,281742
2026-05-19T10:45:00+05:30,427.5,430.55,427.5,430.55,575682
2026-05-19T11:00:00+05:30,430.4,430.9,429.55,429.9,486946
2026-05-19T11:15:00+05:30,429.9,430.05,429.0,429.85,250141
2026-05-19T11:30:00+05:30,429.85,430.65,428.6,429.55,247464
2026-05-19T11:45:00+05:30,429.65,429.95,429.0,429.3,156629
2026-05-19T12:00:00+05:30,429.3,429.65,429.0,429.65,129591
2026-05-19T12:15:00+05:30,429.65,429.85,428.6,429.25,190907
2026-05-19T12:30:00+05:30,429.25,429.45,427.3,429.05,272577
2026-05-19T12:45:00+05:30,429.0,429.15,427.0,427.05,284326
2026-05-19T13:00:00+05:30,427.25,427.9,427.0,427.2,212525
2026-05-19T13:15:00+05:30,427.25,428.35,427.05,428.3,208110
2026-05-19T13:30:00+05:30,428.25,428.3,427.05,427.65,183259
2026-05-19T13:45:00+05:30,427.75,428.35,427.4,427.9,175482
2026-05-19T14:00:00+05:30,427.95,429.65,427.85,428.4,287022
2026-05-19T14:15:00+05:30,428.4,428.7,427.0,427.25,402669
2026-05-19T14:30:00+05:30,427.3,427.3,423.35,423.65,940314
2026-05-19T14:45:00+05:30,423.8,424.7,422.7,424.7,537110
2026-05-19T15:00:00+05:30,424.6,425.2,420.8,422.1,1128884
2026-05-19T15:15:00+05:30,422.05,427.7,419.3,423.35,2597697
